riddle,choice0,choice1,choice2,choice3,choice4,label
总是不对 （打成语一）,府中,砍瓜切菜,细致,落落寡欢,缺衣少食,4
慈禧遗祸几十年 （打一成语）,纵虎归山,遗祸,一走了之,得不偿失,后患无穷,4
宝宝白，白宝宝，吃树叶，活到老，自己造间小房屋，躺在里面睡大觉。 （打一动物）,狗熊,白鹤,森蟒,灰喜鹊,蛛丝,1
荡子行不归，空床难独守 （书名）,将进酒,香草美人,橘颂,离骚,别赋,4
欲语泪先流 （打一古代著作）,二十四史,音学五书,文献通考,近思录,楚辞集注,1
光光亮，亮光光，干干净净放桌上，每天都要看看它，瞧你脸上脏不脏。 （打一生活物）,订书机,拉链,苍蝇拍,草纸,铁锅,0
头戴红纱帽，身穿黑绿袍，肮脏传疾病，必须消灭掉。 （打一昆虫）,瓢虫,蚊子,苍蝇,老鼠,蚂蚁,0
身穿黑白长风衣，似鹤非鹤孑然立，别看老在河边等，难得鱼儿能填饥。 （打一动物）,飞蛾,喜鹊,秋虫,海棠,燕尾蝶,4
印鉴无误·徐妃格 （树名）,樟树,重阳木,南惹,南惹,红豆杉,0
酸甜苦辣咸 （打一中药名）,广防己,商陆,川木通,喇叭花,半夏,4
千金散尽还复来·燕尾格 （外国电影）,分道扬镳,冰释前嫌,反目成仇,重归于好,回心转意,3
真是笑死人 （打一成语）,一见钟情,动如雷霆,喙长三尺,藏龙卧虎,宽大为怀,0
弟兄七八个，围着圆柱坐，大家一分手，衣服都扯破。 （打一蔬菜）,芹菜,辣椒,大蒜,洋葱,茄子,3
中英文句号能切换 （打一成语）,可圈可点,有目共睹,差强人意,毋容置疑,都不错,2
胖子腿儿短，头上长只眼，白天蒙头睡，晚上天上看。 （打一物）,李府,红绿灯,轿子,桌子,鞋,3
两个各自喝闷酒 （打三字成语）,了别,莫须有,不白之冤,恶作剧,嫁祸于人,1
千古奇书今得解 （中药名）,破故纸,韭子,当归身,桑寄生,远志肉,0
丽日晴空己卯年 （歌曲名）,快乐老家,十五的月亮,e-kids,边关雪,勇敢一点,1
脾气犟，爱劳动，不怕碰钉子，越硬越要碰 （打一工具）,镰刀,镰刀,水瓢,长矛,木锤,4
询 （打一外国书名）,十日谈,战争与和平,鲁滨孙漂流记,少年维特之烦恼,简·爱,0
青竹竿，十二节，顶上坐个红关爷。 （打一农作物）,高粱,青稞,玉米,小麦,糜子,2
青枝绿叶少开花，农家园里便有它，三更半夜大风起，哗啦哗啦哗啦啦。 （打一植物）,杂草,竹子,芭蕉,一棵,松树,3
象 （中药名）,米醋,仔料,遍地锦,党参,陈敬,1
席地等周公 （打一成语）,扫堂腿,爱国如家,欢天喜地,风流名士,和而不同,4
步入果园 （打一成语）,物归原主,抽冷子,名正言顺,一至于此,废寝忘食,3
郎骑竹马来，绕床弄青梅。 （打一世界名著）,驯悍记,简·爱,海上夫人,茶花女,玩偶之家,3
花花木箱格子多，白银宝玉里边搁，上下左右没有盖，不砸箱子没法摸。 （打一食物）,烙饼,速食食品,咖喱,酱瓜,元宵,4
古怪古怪真古怪，骨头长在皮肤外，没长腿也能上墙来。 （打一动物）,乌龟,蜗牛,屎壳郎,小瓢虫,青蛙,0
四四方方一张桌，中间一个红喜鹊，只许看，不许捉。 （打一物）,钢钎,旱船,纱布,透气孔,kt板,3
徙木城东为底事 （商标品牌商号）,日立,安川,阿萨姆奶茶,乐乐,女大十八变,0
猜出谜底电影名 （打一成语）,精打细算,群龙无首,列女操,公诸同好,古往今来,3
我栽一棵树，扁干扁枝丫，结个稀奇果，想摘怕针扎。 （打一植物）,玉竹,西梅,缝衣针,切段,头昏眼晕,2
敲山震虎 （打一中草药名）,省头草,消乳,驱风散,解肌汤,九一丹,2
尽里老谜 （打一成语）,耳目一新,端午诗词,盛会,别开生面,深入浅出,3
民主共和社会 （中药名）,邱华栋,独活,昆明山海棠,荨麻,萹蓄,1
郎君玉照·摘匾格 （花卉树木）,水浮莲,茵陈蒿,吊兰,香雪兰,天仙子,4
分明有异味 （打一成语）,一板三眼,歌星,望风而逃,言不由衷,脉脉含情,0
从不切物也叫刀，长颈铁嘴有大小，生来爱跳旋转舞，小铁槽里走一遭。 （打一工具）,地球仪,长矛,裁纸刀,镰刀,菜刀,3
客人随后进 （打一成语）,没大没小,装聋作哑,牟取暴利,伺机,严惩不贷,0
味精广告 （打一成语）,垂青,曲解,不闻不问,拼死,狐狸,2
连环画赚钱少 （打一成语）,做买卖,饥寒交迫,本小利微,营生,揭不开锅,2
一间屋子真稀罕，不用水泥不用砖，哪儿扎营哪儿盖，今天住了明天搬。 （打一物）,钢钎,制钱,禁止掉头,肩带,长矛,1
黛眉紧锁珠泪滚 （流行歌曲）,中华民谣,涛声依旧,山不转水转,难得有情人,大路朝天,2
十六始成亲 （打一成语）,搪塞,立竿见影,出尔反尔,老当益壮,绿林,3
摇摇摆摆去北京，四把腰刀插在身，风台大雨都不怕，只怕草索缚奴身。 （打一动物）,花儿,雁,乌龟,害兽,蚯蚓,4
爷蓬头，娘蓬头，生出儿子尖尖头。 （打一植物）,芭蕉,松树,一棵,杂草,竹子,4
媒婆受数落 （打一成语）,常常,预兆,怒笑,小菜一碟,笑眯眯,0
弓挂墙上人生疑 （打成语一）,无中生有,放任自流,无语,耿十八,门庭若市,0
熟时红又圆，好吃又好看，模样像柿子，进嘴甜又酸。 （打一植物）,花菜,圣女果,西红柿,土豆,番茄,2
智 （俗语三字）,哪会,天晓得,谁知道,老家伙,平白无故,2
调查人 （中药名）,小儿七星茶,参三七,北芪,水仙,昆明山海棠,1
僧人此去历远洋 （打一成语）,曾经沧海,此情可待成追忆,似水流年,千帆过尽,欲说还休,0
剥我衣衫就要忧，千刀万剐不停留，榨出吾血也罢了，还将骨头随地丢。 （打一植物）,石榴,柳树,槐花,慈姑,香雪兰,1
仗剑江湖我不辞 （打一成语）,得心应手,炉火纯青,游刃有余,驾轻就熟,收放自如,2
晴空霹雳 （广东音乐）,步步高,红衣少女,重庆百货,月儿高,春之声,4
苦苦挽留 （打成语一）,奶粉门,排山倒海,微不足道,变化无穷,俯首帖耳,2
党政军民齐抗洪 （电视剧名）,卓文君,贝贝,上海的早晨,甄嬛传,美的呼唤,2
大江载流 （中药名）,桑寄生,仙灵脾,川断,牛膝,当归身,2
闭关自守 （打一成语）,势均力敌,焦头烂额,闹,不可开交,剑拔弩张,3
一位姑娘住树上，夏天喜欢凑热闹，嘴巴虽然不会叫，唱起歌来声音高。 （打一动物）,野兽,隼,森蚺,朱鹮,棘胸蛙,2
歧视黑人 （打成语一）,不白之冤,构陷,莫须有,屈打成招,诬蔑,0
九曲流清绕武夷 （歌曲名）,山不转水转,难得有情人,涛声依旧,中华民谣,大路朝天,0
小小狐狸海中游，形态美丽似美妞。 （打一动物）,大海雀,狒狒,山雀,懒猴,开塞露,3
行不得也哥哥，友人离别把它贺。 （打一动物）,鹧鸪,雁,鸟,伯劳,子规,1
一间房，紧又窄，拴得下牛，挂不下鞭。 （打一动物）,青蛙,乌龟,小瓢虫,蜗牛,屎壳郎,3
郑人买履与谁为 （打一成语）,独出心裁,即使,圣人,摇摇欲坠,闲言闲语,1
两个傻子坐不住 （打一成语）,白衣胜雪,满身伤痕,门儿清,无可置疑,诡异,3
四脚落地，嘴巴朝天，肚里打雷，屁股冒烟。 （打一物）,风谷机,辘轳,木犁,扇车,碾子,2
未曾生崽娘先死，娘死几年崽才生，全仗雨露来抚养，不知何时报娘恩。 （打一植物）,海带,菠菜,豆腐皮,香菇,木耳,3
风烟滚滚望英雄 （歌曲名）,明天还是要继续,心太软,恋曲2000,无所谓,拍岸,3
儿孙吹火荻芦中 （鸟名）,白鹭,钓鱼翁,鸬鹚,渔舟,江上,0
像架飞机停树梢，专吃蚊虫本领高。它若是在低空飞，即将下雨它报告。 （打一动物）,蝴蝶,瓢虫,透明的翅膀,蜻蜓,低飞,3
连续降雨析其因 （打一成语）,千篇一律,对质,飞跑,一决雌雄,穷途末路,3
联刘破曹为上策 （打一成语）,师出无名,权宜之计,最终目的,迫不得已,掣肘,1
奇怪真奇怪，骨头生在外，箬笠挂门外。 （打一动物）,投食,麋鹿,斑鸠,矮脚马,老雕,1
黄河大合唱 （打一歌曲名）,四季歌,把所有的爱都留给你,亦舒说,人在旅途洒泪时,寂寞在唱歌,3
长怪头，狗身体，三角眼睛短尾巴。 （打一犬类）,牛头梗犬,狗,喜乐蒂,波斯猫,伯恩山,1
尼姑生孩子（打一成语）,进退维艰,顾虑重重,明知山有虎,绝望之境,取舍两难,4
十分春色属皇后 （中国电影）,何处不风流,蛇岛,花枝俏,秋天的印象,风萧萧,3
简便可取 （打一成语）,信手拈来,游刃有余,驾轻就熟,妙语连珠,引经据典,0
武松杀嫂·卷帘格 （中药）,苦苣,马齿苋,鱼腥草,穿心莲,大青叶,3
绿袍子，红顶子，走起路来吹哨子。 （打一动物）,蚊子,蚂蚁,瓢虫,苍蝇,老鼠,1
说它像鸡不是鸡，尾巴长长拖到地，张开尾巴像把扇，花花绿绿真美丽（打一动物名）,麻雀,信鸽,蛤蟆,菜青虫,雪鸡,0
怀素挥毫不拘章法 （花卉）,女贞,女贞,含羞草,白丁香,黄芩,3
文字狱 （打一成语）,然而,出发点,灭顶之灾,随风飘逝,求贤若渴,2
早先老佛爷揽大权 （四字常言）,旋转,前后左右,晃动,神出鬼没,纵横交错,1
玉环飞燕皆入选 （打一成语）,精打细算,求全责备,残羹冷饭,斤斤计较,挑肥拣瘦,2
考核领导班子 （称谓职务）,御用文人,美国新闻,三八红旗手,商务代表,守卫,0
火 （中药名）,人参再造丸,血竭,大活络丹,更年安,国公酒,2
邪念 （打俗语四字）,呵呵,吞吞吐吐,一本正经,不好意思,难为情,2
水中一只朝天铃，长着许多大眼睛。 （打一植物）,绿豆,黑木耳,菱角,晚霞,棕树,1
一个小方块，六面彩色墙，转来又转去，变化最无常。 （打一物）,魔方,重力感应,积木搭建,万花筒,原子,0
头戴青凉帽，身穿青夹袄，人家话我年纪小，我的胡子已白了。 （打一植物）,核桃仁,荷花,香椿,香菇,杂草,3
叫马不是马，地上不见它。若用它做药，请到海里找。 （打一动物）,水母,海马,龟,沙虫,章鱼,1
体型像狗样，喜欢山里藏，耳小尾巴大，常把人畜伤 （动物）,螺蛳,青虫,刺猬,气垫船,泥鳅,2
红船头，黑篷子，二十四把快篙子，撑到人家大门前，吓坏多少小孩子 （动物）,鹿,喵喵,狗,鸡,小海豹,2
诲人不倦 （动物名）,鲮鱼,河虾,黄鳝,螺蛳,鸡杂,4
这下可分不清了 （水产品）,黄鳝,草鱼,蛏子,田螺,河虾,4
草谣千里何青青 （聊斋志异篇目）,朱若兰,忠义侠,刺目劝学,董生,刘志勇,3
全国实行一孩化 （打一书名）,芙蓉镇,望舒,红旗谱,说文解字,嘘寒问暖,3
八一纪念 （打一《楚辞》篇目）,白帝,九歌,楚辞九歌,九怀,临终作,3
民间传说 （中药）,核桃,冰片,丁香,味噌酱,丹砂,2
桃花一点初展，又有月光相伴。 （打一称谓）,徒步,玩户外,驴友,探险家,潜水员,2
前任助理出色，接任助理受罪 （十字常言）,先下手为强，后下手遭殃,兵不厌诈,唇亡齿寒,穷寇莫追,此一时彼一时,0
远看像只猫，近看是只鸟。晚上捉田鼠，天亮睡大觉（打一动物名）,猫,狐狸,画眉,四声杜鹃,快马,0
秋云伴月总销魂 （打一俗称谓）,小鬼,夜叉,有两下子,妖人,老家伙,1
天下为公 （打一称谓）,连长,室内乐,爹地,马艳丽,李加靓,0
酒香不怕巷子深 （打成语一）,日暮途穷,此一时，彼一时,回肠荡气,误会法,敝帚自珍,0
为何少三点 （打一成语）,掉以轻心,构陷,红灯笼,一去不返,狐狸,3
翱翔乎杳冥之上 （歌曲名一）,孔雀,飞天,腾云,蛟龙,鹰,1
尖尖耳朵细细腿，浑身绒毛有异味。 （打一动物）,黄鼠狼,猎狗,黑猫,兔子,狐狸,3
一年十二月 （中药名）,桐油,两半,牵牛,猫儿刺,马齿苋,1
总是冷脸对母亲 （打一称谓）,烧菜,看护,姥姥,不学无术,男孩儿,2
忌茶戒烟 （打一成语）,决裂,水火不容,分庭抗礼,相安无事,闹僵,3
刚生下孙子 （鸟名）,猫头鹰,八哥,鹦鹉,青蛙,狗,1
五脏六腑 （打一字）,远超过,底细,信得过,伯仲之间,信得过,0
八 （中药名）,猴姜,急解索,五加参,雪山一枝蒿,老虎潦,2
思想指挥行动 （歌曲名）,随大流,及时行乐,跟着感觉走,勇敢一点,做自己就好,2
九华帐里梦魂惊 （西药名）,赛庚啶,益康,淘米水,小苏打,小苏打,1
东南西北齐起兵 （打一成语）,犯上作乱,似是而非,一穷二白,东山再起,动了情,0
一枝不许赠行人 （打一书名）,韩诗外传,汕头中山公园,十八春,虞美人,孔乙己,0
姐妹七八个，手扶栏杆坐，脱了白布衫，嫁给盐大哥。 （打一植物）,洋葱,茄子,芹菜,辣椒,大蒜,0
普遍实行晚育 （外国电影）,晕倒,忍俊不禁,凯撒大帝,坑了,小丑,4
肯定成绩，指出不足。 （打成语一）,评头品足,搬弄,说长道短,人前背后,高谈阔论,0
转于僮仆亲 （聊斋志异篇目）,剑术,吕渭,凶魔,造罪,海棠,1
喵喵喵喵屋里叫，大白天里睡懒觉，晚上眼睛明又亮，跑到粮仓去放哨。 （打一动物）,蛏子,白蚁,雁,披毛犀,绿头鸭,1
女大当嫁 （打一成语）,忘战必危,匹夫有责,保家卫国,救亡图存,多难兴邦,1
墨守成规难致富 （打一成语）,明知山有虎,本本主义,悲春伤秋,密密麻麻,一心两用,4
爱穿黄褐装，身上扛着枪，人人都怕我，谁见谁心慌。 （打一动物）,蛇,狼人,牛头,蝎子,蜥蜴,0
因近秋分日参差 （嗜好品）,大前门,红南京,茶叶,水果糖,香烟,2
手到擒来 （打一古代职务）,捕快,小头目,官差,小头目,衙役,1
样子圆圆像西瓜，学校里面常见它，虽然体积不太大，五洲四海全装下。 （打一物）,地球仪,钟表,飞机模型,圆规,磁力片,3
外面有层皮，剥开有点红，里面装了个白娃娃。 （打一植物）,蚕豆,腰果,核桃,南瓜籽,花生,2
生也不好吃，熟也不好吃，只能一边烧，一边吃。 （打一物）,大前门,水果糖,红南京,茶叶,香烟,3
一棵苗儿长齐腰，开的花儿节节高，结的籽儿真不少，能做油来能做糕。 （打一植物）,葡萄,蒜,杏干,蒜苗,荸荠,0
有圆也有方，满面亮光光，娃娃对面坐，请它照个相。 （打一常用物）,苍蝇拍,油灯,书生,温度表,敌敌畏,1
高级领导下基层 （打俗语四字）,挑拨离间,不依不饶,入套,器宇轩昂,危机重重,0
一步三回头 （打一古文篇目）,深虑论,师者,别赋,别赋,文心雕龙,1
两眼外秃大嘴巴，有个尾巴比身大，青草假山来相伴，绽放朵朵大红花（打一动物名）,小鸭子,锦鲤,蝌蚪,金鱼,青蛙,3
头戴红帽穿绿袍，常在食物上面跑，传播细菌和疾病。 （打一动物）,蚂蚁,瓢虫,老鼠,蚊子,苍蝇,1
拜罢圣贤 （古官名）,仆射,詹事,祭酒,太常卿,侍郎,2
绿叶黄花青杆，每人一把小三伞，随风传播各地，生命之火永燃。 （打一植物）,油菜,陈皮,荷兰豆,海棠花,秋月,3
翼德粗心后人传 （打一成语）,纷纷攘攘,茶余饭后,高谈阔论,飞短流长,自寻烦恼,1
细长个，三尺三，筋软骨硬关节弯，不要看他身体瘦，百斤重担也敢担。 （打一物）,箩筐,背篓,锄头,箢子,扁担,4
尾巴一根钉，眼睛两粒豆，有翅没有毛，有脚不会走（打一动物名）,低飞,瓢虫,透明的翅膀,蜻蜓,蝴蝶,4
头像鸡蛋大，腰像磨盘粗，伸着一条腿，露着肋巴骨。 （打一常用品）,就在你身后,我的帽子,雨伞,针线包,衣架,4
林 （打成语一）,追根究底,烽火连天,一面如旧,意外之财,轩然大波,0
出身黄苍苍，老来白如霜，头顶红色帽，爱吃青青草。 （打一动物）,鸡,鸭,鹅,山羊,鸽,3
爸爸是打鬼子的老英雄 （打一成语）,夸父逐日,凿壁偷光,史记,共工怒触不周山,盘古开天地,4
红领圈儿小黑袄，尾巴尖尖像剪刀，飞上蓝天剪云彩，捕捉害虫喂宝宝。 （打一动物）,黑鹳,狐狸先生,斑驴,野兽,抱窝,0
一掌毙命 （打一俗语，四字）,天下无双,拿手绝活,不甘示弱,花样百出,现学现卖,2
五脏六腑 （打一俗语四字）,底细,心中有数,了如指掌,八九不离十,信得过,1
国庆中秋传捷报 （打一成语）,一去不复返,国粹,风尘仆仆,命门之火,论资排辈,0
